Input Config,Input String,Asset Name,Vector,Vector Alternate
InputIconDefineKeyboard,arrow left,SpriteKeyboardArrowLeft,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_arrow_left.svg,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_arrow_left_outline.svg
InputIconDefineKeyboard,arrow right,SpriteKeyboardArrowRight,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_arrow_right.svg,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_arrow_right_outline.svg
InputIconDefineKeyboard,tab,SpriteKeyboardTab,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_tab_icon.svg,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_tab_icon_outline.svg
InputIconDefineKeyboard,right alt,SpriteKeyboardRightAlt,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_alt.svg,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_alt_outline.svg
InputIconDefineKeyboard,left alt,SpriteKeyboardLeftAlt,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_alt.svg,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_alt_outline.svg
InputIconDefineKeyboard,alt,SpriteKeyboardAlt,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_alt.svg,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_alt_outline.svg
InputIconDefineKeyboard,right shift,SpriteKeyboardRightShift,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_shift_icon.svg,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_shift_icon_outline.svg
InputIconDefineKeyboard,left shift,SpriteKeyboardLeftShift,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_shift_icon.svg,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_shift_icon_outline.svg
InputIconDefineKeyboard,shift,SpriteKeyboardShift,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_shift_icon.svg,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_shift_icon_outline.svg
InputIconDefineKeyboard,right ctrl,SpriteKeyboardRightCtrl,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_ctrl.svg,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_ctrl_outline.svg
InputIconDefineKeyboard,left ctrl,SpriteKeyboardLeftCtrl,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_ctrl.svg,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_ctrl_outline.svg
InputIconDefineKeyboard,ctrl,SpriteKeyboardCtrl,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_ctrl.svg,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_ctrl_outline.svg
InputIconDefineKeyboard,f1,SpriteKeyboardF1,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_f1.svg,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_f1_outline.svg
InputIconDefineKeyboard,f2,SpriteKeyboardF2,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_f2.svg,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_f2_outline.svg
InputIconDefineKeyboard,f3,SpriteKeyboardF3,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_f3.svg,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_f3_outline.svg
InputIconDefineKeyboard,f4,SpriteKeyboardF4,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_f4.svg,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_f4_outline.svg
InputIconDefineKeyboard,f5,SpriteKeyboardF5,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_f5.svg,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_f5_outline.svg
InputIconDefineKeyboard,f6,SpriteKeyboardF6,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_f6.svg,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_f6_outline.svg
InputIconDefineKeyboard,f7,SpriteKeyboardF7,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_f7.svg,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_f7_outline.svg
InputIconDefineKeyboard,f8,SpriteKeyboardF8,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_f8.svg,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_f8_outline.svg
InputIconDefineKeyboard,f9,SpriteKeyboardF9,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_f9.svg,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_f9_outline.svg
InputIconDefineKeyboard,f10,SpriteKeyboardF10,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_f10.svg,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_f10_outline.svg
InputIconDefineKeyboard,f11,SpriteKeyboardF11,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_f11.svg,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_f11_outline.svg
InputIconDefineKeyboard,f12,SpriteKeyboardF12,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_f12.svg,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_f12_outline.svg
InputIconDefineKeyboard,numpad /,SpriteKeyboardNumpadSlashForward,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_slash_forward.svg,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_slash_forward_outline.svg
InputIconDefineKeyboard,numpad *,SpriteKeyboardNumpadAsterisk,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_asterisk.svg,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_asterisk_outline.svg
InputIconDefineKeyboard,numpad -,SpriteKeyboardNumpadMinus,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_minus.svg,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_minus_outline.svg
InputIconDefineKeyboard,numpad +,SpriteKeyboardNumpadPlus,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_plus.svg,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_plus_outline.svg
InputIconDefineKeyboard,numpad .,SpriteKeyboardNumpadPeriod,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_period.svg,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_period_outline.svg
InputIconDefineKeyboard,numpad 0,SpriteKeyboardNumpad0,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_0.svg,kenney_input-prompts_1.5.zip/Keyboard & Mouse/Vector/keyboard_0_outline.svg
